2.52E+02,8.00E-19
2.53E+02,8.10E-19
2.54E+02,8.20E-19
2.55E+02,8.80E-19
2.56E+02,9.30E-19
2.57E+02,9.50E-19
2.58E+02,1.05E-18
2.59E+02,1.11E-18
2.60E+02,1.25E-18
2.61E+02,1.35E-18
2.62E+02,1.42E-18
2.63E+02,1.53E-18
2.64E+02,1.65E-18
2.65E+02,1.75E-18
2.66E+02,1.85E-18
2.67E+02,1.84E-18
2.68E+02,2.00E-18
2.69E+02,2.04E-18
2.70E+02,2.11E-18
2.71E+02,2.17E-18
2.72E+02,2.38E-18
2.73E+02,2.35E-18
2.74E+02,2.43E-18
2.75E+02,2.80E-18
2.76E+02,2.52E-18
2.77E+02,2.56E-18
2.78E+02,2.63E-18
2.79E+02,1.83E-18
2.80E+02,1.79E-18
2.81E+02,2.38E-18
2.82E+02,1.72E-18
2.83E+02,1.73E-18
2.84E+02,2.02E-18
2.85E+02,2.10E-18
2.86E+02,1.21E-18
2.87E+02,7.00E-19
2.88E+02,4.80E-19
2.89E+02,3.00E-19
2.90E+02,1.60E-19
2.91E+02,1.10E-19
2.92E+02,8.00E-20
2.93E+02,7.20E-20
2.94E+02,5.80E-20
2.95E+02,5.00E-20